id,Umur,Kelas Pekerja,Berat Akhir,Pendidikan,Jmlh Tahun Pendidikan,Status Perkawinan,Pekerjaan,Jenis Kelamin,Keuntungan Kapital,Kerugian Capital,Jam per Minggu,Gaji
13175,17,Wiraswasta,128617,10th,6,Belum Pernah Menikah,Pembersih,Laki2,0,0,26,<= 6 juta
13176,70,Wiraswasta,176940,Pendidikan Tinggi,10,Belum Pernah Menikah,Pemuka Agama,Perempuan,0,0,16,<= 6 juta
13177,34,Wiraswasta,213226,Sarjana,13,Belum Pernah Menikah,Sales,Laki2,0,0,65,> 6 juta
13178,25,Pemerintah Lokal,44216,SMA,9,Cerai,Pemuka Agama,Perempuan,0,0,35,<= 6 juta
13179,36,Wiraswasta,172256,SMA,9,Menikah,Mesin Inspeksi,Laki2,0,0,44,> 6 juta
13180,53,Wiraswasta,201127,SMA,9,Menikah,Perbaikan Kerajinan,Laki2,0,0,40,<= 6 juta
13181,53,Wiraswasta,163678,Pendidikan Tinggi,10,Menikah,Sales,Laki2,0,0,40,> 6 juta
13182,40,Wiraswasta,214242,SMA,9,Menikah,Mesin Inspeksi,Laki2,0,0,50,<= 6 juta
13183,23,Wiraswasta,129767,Pendidikan Tinggi,10,Belum Pernah Menikah,Pemuka Agama,Perempuan,0,24094000,40,<= 6 juta
13184,39,Pekerja Bebas Perusahaan,126675,Pendidikan Tinggi,10,Menikah,Spesialis,Laki2,0,0,25,<= 6 juta
13185,40,Pekerja Bebas Bukan Perusahan,355856,Sarjana,13,Menikah LDR,Ekesekutif Managerial,Laki2,0,0,40,<= 6 juta
13186,77,Pekerja Bebas Bukan Perusahan,145329,SMA,9,Belum Pernah Menikah,Mesin Inspeksi,Laki2,5614000,0,20,<= 6 juta
13187,31,Pekerja Bebas Bukan Perusahan,152351,D4,11,Menikah,Sales,Laki2,0,0,48,<= 6 juta
13188,29,Wiraswasta,224858,Pendidikan Tinggi,10,Menikah,Spesialis,Laki2,0,0,45,<= 6 juta
13189,68,?,110931,SMA,9,Janda,?,Perempuan,0,0,32,<= 6 juta
13190,42,Wiraswasta,194537,SMA,9,Cerai,Mesin Inspeksi,Perempuan,0,0,40,<= 6 juta
13191,58,Pekerja Bebas Bukan Perusahan,216824,SMA,9,Menikah,Petani,Laki2,0,0,30,<= 6 juta
13192,48,Wiraswasta,67725,Sarjana,13,Menikah,Sales,Laki2,0,0,45,<= 6 juta
13193,32,Wiraswasta,418617,Sarjana,13,Belum Pernah Menikah,Sales,Laki2,0,0,55,<= 6 juta
13194,23,Wiraswasta,269687,D4,11,Belum Pernah Menikah,Tech-support,Laki2,0,0,40,<= 6 juta
13195,25,Wiraswasta,73289,SMA,9,Belum Pernah Menikah,Supir,Laki2,0,0,40,<= 6 juta
13196,53,Wiraswasta,200190,D3,12,Menikah,Sales,Laki2,0,0,80,> 6 juta
13197,24,Wiraswasta,22966,Sarjana,13,Menikah,Sales,Laki2,0,0,45,<= 6 juta
13198,25,Wiraswasta,173212,D3,12,Belum Pernah Menikah,Petani,Laki2,32956000,0,45,<= 6 juta
13199,39,Wiraswasta,165848,SMA,9,Menikah,Sales,Laki2,0,0,50,<= 6 juta
13200,19,Wiraswasta,99246,11th,7,Belum Pernah Menikah,Mesin Inspeksi,Perempuan,0,0,25,<= 6 juta
13201,36,Wiraswasta,141420,Sarjana,13,Cerai,Pembersih,Laki2,0,0,30,<= 6 juta
13202,60,Pemerintah Negara,69251,Master,14,Menikah,Spesialis,Laki2,0,0,38,> 6 juta
13203,33,Wiraswasta,229051,Pendidikan Tinggi,10,Belum Pernah Menikah,Spesialis,Laki2,0,0,52,<= 6 juta
13204,56,Pemerintah Lokal,174564,12th,8,Cerai,Supir,Laki2,0,0,40,<= 6 juta
13205,29,Pemerintah Provinsi,242147,SMA,9,Cerai,Pemuka Agama,Laki2,0,0,45,<= 6 juta
13206,28,Wiraswasta,190525,Master,14,Belum Pernah Menikah,Spesialis,Laki2,0,0,40,<= 6 juta
13207,35,Pekerja Bebas Bukan Perusahan,95639,11th,7,Menikah,Spesialis,Laki2,0,0,4,<= 6 juta
13208,17,?,280670,10th,6,Belum Pernah Menikah,?,Perempuan,0,0,40,<= 6 juta
13209,42,Wiraswasta,126319,SMA,9,Belum Pernah Menikah,Pemuka Agama,Perempuan,0,0,35,<= 6 juta
13210,33,Pekerja Bebas Perusahaan,184245,SMA,9,Menikah,Ekesekutif Managerial,Laki2,0,0,50,> 6 juta
13211,42,Wiraswasta,70055,11th,7,Menikah,Supir,Laki2,0,0,45,<= 6 juta
13212,71,?,250263,Pendidikan Tinggi,10,Menikah,?,Laki2,48048000,0,30,<= 6 juta
13213,47,Wiraswasta,169092,Master,14,Cerai,Spesialis,Perempuan,0,0,50,> 6 juta
13214,45,Pemerintah Negara,185797,Pendidikan Tinggi,10,Belum Pernah Menikah,Tech-support,Perempuan,46550000,0,60,<= 6 juta
13215,45,Wiraswasta,72896,SMA,9,Belum Pernah Menikah,Mesin Inspeksi,Laki2,0,0,40,<= 6 juta
13216,43,Wiraswasta,178866,SMA,9,Menikah,Pemuka Agama,Perempuan,0,0,25,> 6 juta
13217,58,Wiraswasta,202652,SMA,9,Berpisah,Servis Lainnya,Perempuan,0,0,40,<= 6 juta
13218,36,Pemerintah Provinsi,253627,Pendidikan Tinggi,10,Menikah,Pemuka Agama,Laki2,0,0,40,> 6 juta
13219,34,Wiraswasta,98101,7th-8th,4,Menikah,Supir,Laki2,0,0,40,<= 6 juta
13220,33,Wiraswasta,275632,SMA,9,Menikah,Supir,Laki2,0,0,40,<= 6 juta
13221,28,Wiraswasta,216178,Sarjana,13,Menikah,Ekesekutif Managerial,Laki2,0,0,50,> 6 juta
13222,50,Wiraswasta,410114,Sekolah Professional,15,Menikah,Ekesekutif Managerial,Laki2,210336000,0,50,> 6 juta
13223,18,Wiraswasta,232190,SMA,9,Belum Pernah Menikah,Sales,Laki2,0,0,20,<= 6 juta
13224,38,Pekerja Bebas Perusahaan,105044,SMA,9,Cerai,Perbaikan Kerajinan,Laki2,0,0,40,<= 6 juta
13225,47,Pekerja Bebas Perusahaan,173783,Sarjana,13,Menikah,Sales,Laki2,210336000,0,60,> 6 juta
13226,77,?,143516,Master,14,Menikah,?,Laki2,0,0,8,> 6 juta
13227,26,Wiraswasta,190650,Sarjana,13,Belum Pernah Menikah,Pemuka Agama,Laki2,0,0,40,<= 6 juta
13228,56,Wiraswasta,373216,SMA,9,Menikah,Pemuka Agama,Laki2,0,0,48,<= 6 juta
13229,18,Pekerja Bebas Bukan Perusahan,194091,11th,7,Belum Pernah Menikah,Petani,Laki2,0,0,24,<= 6 juta
13230,41,Pemerintah Negara,176663,SMA,9,Menikah,Pemuka Agama,Perempuan,0,0,40,<= 6 juta
13231,44,Pemerintah Negara,351228,SMA,9,Menikah,Pemuka Agama,Laki2,0,0,40,<= 6 juta
13232,27,Wiraswasta,168827,Sarjana,13,Belum Pernah Menikah,Sales,Laki2,0,0,2,<= 6 juta
13233,53,Pekerja Bebas Bukan Perusahan,385183,Pendidikan Tinggi,10,Menikah,Servis Lainnya,Laki2,0,0,60,<= 6 juta
13234,18,Wiraswasta,243240,11th,7,Belum Pernah Menikah,Pembersih,Laki2,0,0,15,<= 6 juta
13235,37,Wiraswasta,220696,SMA,9,Menikah,Pemuka Agama,Laki2,0,0,40,<= 6 juta
13236,37,Pemerintah Provinsi,81853,SMA,9,Cerai,Spesialis,Perempuan,0,0,40,<= 6 juta
13237,19,Wiraswasta,201178,SMA,9,Belum Pernah Menikah,Pemuka Agama,Perempuan,0,0,25,<= 6 juta
13238,17,Wiraswasta,126771,12th,8,Belum Pernah Menikah,Spesialis,Laki2,0,0,7,<= 6 juta
13239,25,?,178960,11th,7,Belum Pernah Menikah,?,Perempuan,0,0,40,<= 6 juta
13240,20,Wiraswasta,122971,Pendidikan Tinggi,10,Belum Pernah Menikah,Sales,Laki2,0,0,35,<= 6 juta
13241,38,Wiraswasta,99065,Sarjana,13,Belum Pernah Menikah,Pemuka Agama,Perempuan,0,0,50,> 6 juta
13242,32,Wiraswasta,146161,Master,14,Menikah,Ekesekutif Managerial,Laki2,0,0,40,> 6 juta
13243,31,Pemerintah Negara,93589,SMA,9,Cerai,Penjaga,Laki2,0,0,40,<= 6 juta
13244,49,Wiraswasta,144514,SMA,9,Menikah,Pemuka Agama,Laki2,0,0,40,<= 6 juta
13245,34,Wiraswasta,34374,Pendidikan Tinggi,10,Belum Pernah Menikah,Servis Lainnya,Laki2,0,0,50,<= 6 juta
13246,57,Wiraswasta,329792,7th-8th,4,Cerai,Supir,Laki2,0,0,75,<= 6 juta
13247,18,?,23233,10th,6,Belum Pernah Menikah,?,Laki2,0,0,40,<= 6 juta
13248,42,Wiraswasta,70055,SMA,9,Menikah,Pembersih,Laki2,0,0,40,<= 6 juta
13249,46,Wiraswasta,202560,Pendidikan Tinggi,10,Menikah,Pemuka Agama,Perempuan,0,0,40,> 6 juta
13250,19,Wiraswasta,239057,SMA,9,Belum Pernah Menikah,Perbaikan Kerajinan,Laki2,0,0,40,<= 6 juta
13251,47,Wiraswasta,99911,12th,8,Menikah LDR,Ekesekutif Managerial,Perempuan,0,0,55,<= 6 juta
13252,61,Pekerja Bebas Perusahaan,218009,Sekolah Professional,15,Cerai,Spesialis,Laki2,0,0,35,<= 6 juta
13253,44,Wiraswasta,271792,Sarjana,13,Menikah LDR,Ekesekutif Managerial,Perempuan,0,0,40,<= 6 juta
13254,30,Pekerja Bebas Perusahaan,205733,Pendidikan Tinggi,10,Belum Pernah Menikah,Ekesekutif Managerial,Perempuan,0,0,60,<= 6 juta
13255,31,Wiraswasta,290964,D4,11,Menikah,Tech-support,Perempuan,0,0,38,> 6 juta
13256,49,Pekerja Bebas Perusahaan,101722,Sekolah Professional,15,Menikah,Spesialis,Laki2,0,0,60,> 6 juta
13257,59,Wiraswasta,261816,Pendidikan Tinggi,10,Cerai,Ekesekutif Managerial,Perempuan,0,0,52,<= 6 juta
13258,25,Wiraswasta,105693,Sarjana,13,Belum Pernah Menikah,Spesialis,Perempuan,0,0,40,<= 6 juta
13259,29,Wiraswasta,253262,Pendidikan Tinggi,10,Belum Pernah Menikah,Perbaikan Kerajinan,Perempuan,0,0,40,<= 6 juta
13260,64,Wiraswasta,110150,SMA,9,Menikah,Penjaga,Laki2,0,0,40,<= 6 juta
13261,71,Wiraswasta,149950,SMA,9,Janda,Asisten Rumah Tangga,Perempuan,0,0,20,<= 6 juta
13262,38,Wiraswasta,320451,Master,14,Menikah,Spesialis,Laki2,0,0,40,<= 6 juta
13263,30,Wiraswasta,205916,SMA,9,Belum Pernah Menikah,Mesin Inspeksi,Laki2,0,0,40,<= 6 juta
13264,70,Wiraswasta,135601,Sarjana,13,Menikah,Spesialis,Laki2,280714000,0,35,> 6 juta
13265,33,Wiraswasta,268571,Pendidikan Tinggi,10,Menikah,Servis Lainnya,Laki2,0,0,40,<= 6 juta
13266,22,Wiraswasta,382199,Sarjana,13,Menikah,Sales,Laki2,0,0,40,<= 6 juta
13267,32,Pekerja Bebas Bukan Perusahan,174789,Sarjana,13,Menikah,Spesialis,Laki2,0,0,50,> 6 juta
13268,50,Wiraswasta,172052,SMA,9,Menikah,Spesialis,Laki2,0,0,35,> 6 juta
13269,47,Wiraswasta,287480,Pendidikan Tinggi,10,Menikah,Perbaikan Kerajinan,Laki2,0,0,40,<= 6 juta
13270,41,Pemerintah Lokal,523910,Sarjana,13,Menikah,Perbaikan Kerajinan,Laki2,0,0,40,<= 6 juta
13271,58,Wiraswasta,183893,Pendidikan Tinggi,10,Cerai,Pemuka Agama,Perempuan,0,0,40,<= 6 juta
13272,34,Wiraswasta,223212,Sarjana,13,Menikah,Spesialis,Laki2,0,0,45,<= 6 juta
13273,65,Pekerja Bebas Bukan Perusahan,78875,Pendidikan Tinggi,10,Menikah,Ekesekutif Managerial,Laki2,32060000,0,40,<= 6 juta
13274,44,Wiraswasta,230592,Sarjana,13,Belum Pernah Menikah,Tech-support,Laki2,0,0,35,<= 6 juta
13275,23,Pekerja Bebas Perusahaan,295254,SMA,9,Belum Pernah Menikah,Pemuka Agama,Perempuan,0,0,40,<= 6 juta
13276,43,Wiraswasta,393762,Pendidikan Tinggi,10,Berpisah,Sales,Perempuan,0,0,35,<= 6 juta
13277,28,Pemerintah Negara,140239,SMA,9,Berpisah,Servis Lainnya,Perempuan,0,0,11,<= 6 juta
13278,23,Pemerintah Negara,241951,Pendidikan Tinggi,10,Belum Pernah Menikah,Spesialis,Laki2,0,0,40,<= 6 juta
13279,17,Wiraswasta,160118,12th,8,Belum Pernah Menikah,Sales,Perempuan,0,0,10,<= 6 juta
13280,60,Wiraswasta,532845,1st-4th,2,Menikah,Perbaikan Kerajinan,Laki2,0,0,40,> 6 juta
13281,31,Wiraswasta,387116,Pendidikan Tinggi,10,Belum Pernah Menikah,Pemuka Agama,Perempuan,0,0,36,<= 6 juta
13282,48,Wiraswasta,207982,Pendidikan Tinggi,10,Belum Pernah Menikah,Servis Lainnya,Perempuan,0,0,40,<= 6 juta
13283,42,Wiraswasta,250121,11th,7,Menikah,Servis Lainnya,Perempuan,0,0,40,<= 6 juta
13284,43,Pemerintah Provinsi,265604,SMA,9,Menikah,Perbaikan Kerajinan,Laki2,0,0,40,<= 6 juta
13285,40,Wiraswasta,130760,Doktor,16,Menikah,Spesialis,Laki2,0,0,45,<= 6 juta
13286,37,Wiraswasta,215419,D3,12,Menikah,Servis Lainnya,Perempuan,0,0,25,<= 6 juta
13287,36,Pemerintah Provinsi,128884,SMA,9,Cerai,Pemuka Agama,Perempuan,0,0,48,<= 6 juta
13288,67,?,427422,Pendidikan Tinggi,10,Menikah,?,Laki2,33796000,0,16,<= 6 juta
13289,59,Wiraswasta,196126,11th,7,Menikah,Supir,Laki2,0,0,40,<= 6 juta
13290,34,Wiraswasta,116677,Pendidikan Tinggi,10,Menikah,Pembersih,Laki2,0,0,40,<= 6 juta
13291,28,Pekerja Bebas Bukan Perusahan,33363,SMA,9,Menikah,Petani,Laki2,0,0,70,> 6 juta
13292,32,Wiraswasta,197325,SMA,9,Menikah,Perbaikan Kerajinan,Laki2,0,0,40,<= 6 juta
13293,63,Wiraswasta,208862,SMA,9,Belum Pernah Menikah,Perbaikan Kerajinan,Laki2,0,0,40,<= 6 juta
13294,50,Pekerja Bebas Bukan Perusahan,132716,Sekolah Professional,15,Menikah,Ekesekutif Managerial,Laki2,1399986000,0,50,> 6 juta
13295,22,Pemerintah Negara,186569,Sarjana,13,Belum Pernah Menikah,Spesialis,Perempuan,0,0,12,<= 6 juta
13296,39,Wiraswasta,31053,Pendidikan Tinggi,10,Cerai,Sales,Perempuan,0,0,40,<= 6 juta
13297,55,Wiraswasta,234213,SMA,9,Menikah,Supir,Laki2,0,0,60,<= 6 juta
13298,43,Pemerintah Provinsi,203637,Sarjana,13,Menikah,Pemuka Agama,Laki2,102172000,0,40,> 6 juta
13299,64,Wiraswasta,183672,D4,11,Menikah,Pemuka Agama,Laki2,0,0,50,<= 6 juta
13300,42,Pemerintah Provinsi,37997,Sarjana,13,Menikah,Ekesekutif Managerial,Laki2,0,0,40,<= 6 juta
13301,25,Pekerja Bebas Bukan Perusahan,314464,SMA,9,Belum Pernah Menikah,Perbaikan Kerajinan,Laki2,0,0,40,<= 6 juta
13302,37,Wiraswasta,139180,11th,7,Belum Pernah Menikah,Servis Lainnya,Perempuan,0,0,40,<= 6 juta
13303,54,?,172991,SMA,9,Menikah,?,Laki2,0,0,40,<= 6 juta
13304,17,Wiraswasta,33138,12th,8,Belum Pernah Menikah,Sales,Laki2,0,0,40,<= 6 juta
13305,35,Wiraswasta,23892,SMA,9,Menikah,Ekesekutif Managerial,Perempuan,0,0,40,> 6 juta
13306,33,Wiraswasta,69311,SMA,9,Belum Pernah Menikah,Pembersih,Laki2,0,0,40,<= 6 juta
13307,49,Wiraswasta,137192,Sarjana,13,Menikah,Sales,Laki2,0,27678000,50,> 6 juta
13308,36,Pekerja Bebas Perusahaan,183898,Sarjana,13,Cerai,Sales,Laki2,0,0,60,<= 6 juta
13309,44,Pemerintah Lokal,208528,D3,12,Menikah,Petani,Laki2,0,0,30,<= 6 juta
13310,54,Pemerintah Negara,44172,SMA,9,Berpisah,Ekesekutif Managerial,Perempuan,0,0,38,<= 6 juta
13311,43,Pemerintah Negara,98989,SMA,9,Menikah,Servis Lainnya,Laki2,0,0,40,<= 6 juta
13312,49,Wiraswasta,121124,SMA,9,Menikah,Spesialis,Laki2,0,0,50,<= 6 juta
13313,29,Wiraswasta,187327,Sarjana,13,Belum Pernah Menikah,Spesialis,Laki2,0,0,40,<= 6 juta
13314,37,Wiraswasta,201531,SMA,9,Menikah,Petani,Laki2,0,0,40,<= 6 juta
13315,23,Wiraswasta,182117,Pendidikan Tinggi,10,Belum Pernah Menikah,Pemuka Agama,Laki2,0,0,40,<= 6 juta
13316,32,Pemerintah Lokal,87310,SMA,9,Menikah,Servis Lainnya,Laki2,0,0,41,<= 6 juta
13317,42,Wiraswasta,203542,SMA,9,Belum Pernah Menikah,Perbaikan Kerajinan,Laki2,0,0,40,<= 6 juta
13318,35,Pemerintah Provinsi,22494,Sarjana,13,Cerai,Spesialis,Perempuan,0,0,50,> 6 juta
13319,28,Wiraswasta,197484,SMA,9,Belum Pernah Menikah,Pembersih,Laki2,0,0,40,<= 6 juta
13320,41,Pemerintah Provinsi,34178,Sarjana,13,Cerai,Spesialis,Laki2,0,0,40,<= 6 juta
13321,43,Wiraswasta,334141,7th-8th,4,Cerai,Servis Lainnya,Perempuan,0,0,40,<= 6 juta
13322,38,Pemerintah Lokal,325538,SMA,9,Cerai,Perbaikan Kerajinan,Laki2,0,0,40,<= 6 juta
13323,25,Wiraswasta,120535,SMA,9,Cerai,Sales,Perempuan,0,0,40,<= 6 juta
13324,21,Pemerintah Lokal,224640,D3,12,Belum Pernah Menikah,Ekesekutif Managerial,Perempuan,0,0,40,<= 6 juta
13325,21,Wiraswasta,321666,SMA,9,Belum Pernah Menikah,Perbaikan Kerajinan,Laki2,8316000,0,40,<= 6 juta
13326,40,Wiraswasta,110622,Sekolah Professional,15,Menikah,Pemuka Agama,Perempuan,0,0,40,<= 6 juta
13327,57,Wiraswasta,35884,SMA,9,Cerai,Servis Lainnya,Perempuan,0,0,40,<= 6 juta
13328,21,Wiraswasta,229769,SMA,9,Belum Pernah Menikah,Pemuka Agama,Perempuan,0,0,40,<= 6 juta
13329,19,Pekerja Bebas Perusahaan,136848,SMA,9,Belum Pernah Menikah,Servis Lainnya,Laki2,0,0,6,<= 6 juta
13330,37,Wiraswasta,271767,Master,14,Berpisah,Ekesekutif Managerial,Laki2,0,0,45,> 6 juta
13331,28,Pemerintah Negara,286310,SMA,9,Menikah,Pemuka Agama,Perempuan,0,0,40,<= 6 juta
13332,28,Wiraswasta,179008,D4,11,Menikah,Spesialis,Laki2,0,0,50,<= 6 juta
13333,62,Wiraswasta,192866,Pendidikan Tinggi,10,Janda,Servis Lainnya,Perempuan,0,0,20,<= 6 juta
13334,40,Pemerintah Lokal,104196,12th,8,Menikah,Ekesekutif Managerial,Laki2,0,0,40,<= 6 juta
13335,24,Wiraswasta,142022,Pendidikan Tinggi,10,Belum Pernah Menikah,Pembersih,Laki2,0,0,50,<= 6 juta
13336,26,Pemerintah Lokal,242464,SMA,9,Menikah,Penjaga,Laki2,43442000,0,40,> 6 juta
13337,45,Wiraswasta,247379,Pendidikan Tinggi,10,Menikah,Ekesekutif Managerial,Laki2,0,0,50,<= 6 juta
13338,49,?,178215,Pendidikan Tinggi,10,Janda,?,Perempuan,0,0,28,<= 6 juta
13339,46,Pekerja Bebas Perusahaan,98929,Sarjana,13,Menikah,Sales,Laki2,0,0,52,<= 6 juta
13340,37,Pekerja Bebas Perusahaan,196123,Master,14,Menikah,Ekesekutif Managerial,Laki2,0,0,70,> 6 juta
13341,41,Wiraswasta,197372,10th,6,Menikah,Supir,Laki2,0,0,70,<= 6 juta
13342,41,Wiraswasta,206948,Sarjana,13,Menikah,Sales,Laki2,0,0,40,> 6 juta
13343,31,Pekerja Bebas Bukan Perusahan,357145,Doktor,16,Belum Pernah Menikah,Spesialis,Perempuan,0,0,48,<= 6 juta
13344,36,Wiraswasta,207789,SMA,9,Cerai,Ekesekutif Managerial,Laki2,0,0,52,<= 6 juta
13345,36,Wiraswasta,138441,D3,12,Menikah,Tech-support,Laki2,0,0,55,<= 6 juta
13346,23,Wiraswasta,330571,Sarjana,13,Belum Pernah Menikah,Pemuka Agama,Perempuan,0,0,25,<= 6 juta
13347,50,Wiraswasta,92968,Sarjana,13,Belum Pernah Menikah,Sales,Perempuan,0,0,32,<= 6 juta
13348,55,Wiraswasta,205759,Doktor,16,Belum Pernah Menikah,Spesialis,Laki2,0,0,40,<= 6 juta
13349,57,?,123632,Sarjana,13,Belum Pernah Menikah,?,Perempuan,0,0,35,<= 6 juta
13350,52,Pemerintah Provinsi,35546,SMA,9,Menikah,Tech-support,Laki2,0,0,40,<= 6 juta
13351,28,Wiraswasta,134890,SMA,9,Belum Pernah Menikah,Supir,Laki2,0,0,40,<= 6 juta
13352,46,Wiraswasta,306183,SMA,9,Belum Pernah Menikah,Pemuka Agama,Perempuan,0,0,37,<= 6 juta
13353,34,Wiraswasta,139890,Pendidikan Tinggi,10,Cerai,Pemuka Agama,Perempuan,0,0,40,<= 6 juta
13354,42,Wiraswasta,149210,Sarjana,13,Menikah,Spesialis,Laki2,102172000,0,45,> 6 juta
13355,41,Wiraswasta,118768,D3,12,Belum Pernah Menikah,Perbaikan Kerajinan,Laki2,0,0,48,<= 6 juta
13356,43,Wiraswasta,212206,SMA,9,Cerai,Pemuka Agama,Perempuan,0,0,45,<= 6 juta
13357,30,Wiraswasta,149507,SMA,9,Menikah,Sales,Laki2,0,0,42,<= 6 juta
13358,17,Wiraswasta,277112,11th,7,Belum Pernah Menikah,Sales,Laki2,0,0,30,<= 6 juta
13359,46,Wiraswasta,102597,Sarjana,13,Cerai,Spesialis,Perempuan,0,0,40,<= 6 juta
13360,28,Pemerintah Lokal,201099,SMA,9,Belum Pernah Menikah,Supir,Perempuan,0,0,40,<= 6 juta
13361,17,Wiraswasta,147497,5th-6th,3,Belum Pernah Menikah,Sales,Perempuan,0,0,20,<= 6 juta
13362,17,Wiraswasta,57723,11th,7,Belum Pernah Menikah,Sales,Laki2,0,0,30,<= 6 juta
13363,35,Wiraswasta,166549,12th,8,Menikah,Mesin Inspeksi,Laki2,0,0,40,<= 6 juta
13364,19,Wiraswasta,311974,1st-4th,2,Belum Pernah Menikah,Mesin Inspeksi,Laki2,0,0,40,<= 6 juta
13365,37,Wiraswasta,138192,SMA,9,Menikah,Perbaikan Kerajinan,Laki2,0,0,45,<= 6 juta
13366,59,Wiraswasta,114032,Sarjana,13,Cerai,Pemuka Agama,Perempuan,0,0,40,<= 6 juta
13367,24,Wiraswasta,442274,SMA,9,Belum Pernah Menikah,Ekesekutif Managerial,Laki2,0,0,40,<= 6 juta
13368,53,Pemerintah Negara,43952,Master,14,Menikah,Ekesekutif Managerial,Laki2,210336000,0,38,> 6 juta
13369,36,Wiraswasta,33001,SMA,9,Cerai,Petani,Laki2,0,0,50,<= 6 juta
13370,38,Wiraswasta,87556,Sarjana,13,Menikah,Ekesekutif Managerial,Laki2,107632000,0,55,> 6 juta
13371,21,?,77665,Pendidikan Tinggi,10,Belum Pernah Menikah,?,Laki2,0,0,35,<= 6 juta
13372,59,Pekerja Bebas Perusahaan,103948,SMA,9,Menikah,Sales,Laki2,0,0,60,> 6 juta
13373,18,?,196061,Pendidikan Tinggi,10,Belum Pernah Menikah,?,Laki2,0,0,33,<= 6 juta
13374,57,Wiraswasta,157271,11th,7,Cerai,Servis Lainnya,Laki2,0,0,54,<= 6 juta
13375,24,Wiraswasta,456430,SMA,9,Menikah,Perbaikan Kerajinan,Laki2,0,0,50,<= 6 juta
13376,33,Wiraswasta,304833,Sarjana,13,Menikah,Sales,Laki2,0,0,45,> 6 juta
13377,38,Wiraswasta,33394,SMA,9,Menikah,Perbaikan Kerajinan,Laki2,0,0,60,<= 6 juta
13378,21,Wiraswasta,306114,Pendidikan Tinggi,10,Belum Pernah Menikah,Pemuka Agama,Laki2,0,0,20,<= 6 juta
13379,53,Wiraswasta,229465,Master,14,Menikah,Ekesekutif Managerial,Laki2,0,0,55,> 6 juta
13380,50,Wiraswasta,135102,Master,14,Menikah,Ekesekutif Managerial,Laki2,0,0,55,> 6 juta
13381,32,Pemerintah Provinsi,90653,SMA,9,Belum Pernah Menikah,Ekesekutif Managerial,Perempuan,0,19320000,40,<= 6 juta
13382,39,Pemerintah Lokal,272166,Sarjana,13,Berpisah,Spesialis,Laki2,0,0,30,<= 6 juta
13383,53,Wiraswasta,215790,Pendidikan Tinggi,10,Janda,Pemuka Agama,Perempuan,0,0,22,<= 6 juta
13384,31,Wiraswasta,137385,Pendidikan Tinggi,10,Belum Pernah Menikah,Tech-support,Perempuan,0,0,50,<= 6 juta
13385,18,Wiraswasta,218183,Pendidikan Tinggi,10,Belum Pernah Menikah,Sales,Perempuan,0,0,25,<= 6 juta
13386,56,Pekerja Bebas Bukan Perusahan,39380,Pendidikan Tinggi,10,Menikah LDR,Petani,Perempuan,389592000,0,20,> 6 juta
13387,45,Wiraswasta,43479,Pendidikan Tinggi,10,Menikah,Supir,Laki2,0,0,48,<= 6 juta
13388,38,Wiraswasta,58108,Sarjana,13,Menikah,Ekesekutif Managerial,Laki2,0,0,50,> 6 juta
13389,36,Wiraswasta,187847,SMA,9,Menikah,Perbaikan Kerajinan,Laki2,0,0,40,> 6 juta
13390,50,Pekerja Bebas Perusahaan,175070,Sekolah Professional,15,Menikah,Spesialis,Laki2,0,0,45,> 6 juta
13391,23,Wiraswasta,368739,Sarjana,13,Belum Pernah Menikah,Pemuka Agama,Perempuan,0,0,40,<= 6 juta
13392,41,Pekerja Bebas Bukan Perusahan,200574,Sekolah Professional,15,Menikah,Spesialis,Laki2,0,27678000,60,> 6 juta
13393,58,Pemerintah Lokal,147428,Master,14,Menikah,Spesialis,Laki2,0,0,40,> 6 juta
13394,58,Wiraswasta,170480,Master,14,Menikah,Ekesekutif Managerial,Laki2,0,0,60,> 6 juta
13395,39,Wiraswasta,149943,Master,14,Belum Pernah Menikah,Sales,Laki2,0,0,40,<= 6 juta
13396,19,Wiraswasta,292136,Pendidikan Tinggi,10,Belum Pernah Menikah,Tech-support,Perempuan,0,0,30,<= 6 juta
13397,19,?,285177,Pendidikan Tinggi,10,Belum Pernah Menikah,?,Laki2,0,0,18,<= 6 juta
13398,52,Pekerja Bebas Perusahaan,173754,Sekolah Professional,15,Menikah,Spesialis,Laki2,210336000,0,60,> 6 juta
13399,40,Wiraswasta,168538,SMA,9,Menikah,Sales,Laki2,0,0,60,> 6 juta
13400,39,Pemerintah Lokal,149833,Sarjana,13,Cerai,Spesialis,Perempuan,0,0,40,<= 6 juta
13401,36,Wiraswasta,160035,SMA,9,Menikah,Perbaikan Kerajinan,Laki2,54712000,0,55,<= 6 juta
13402,33,?,216908,10th,6,Belum Pernah Menikah,?,Laki2,0,0,40,<= 6 juta
13403,22,?,131230,Pendidikan Tinggi,10,Belum Pernah Menikah,?,Laki2,0,0,40,<= 6 juta
13404,30,Wiraswasta,110622,Sarjana,13,Cerai,Ekesekutif Managerial,Perempuan,0,0,40,<= 6 juta
13405,26,Wiraswasta,59367,Sarjana,13,Belum Pernah Menikah,Mesin Inspeksi,Laki2,0,0,40,<= 6 juta
13406,31,Wiraswasta,330715,SMA,9,Berpisah,Servis Lainnya,Laki2,0,0,40,<= 6 juta
13407,46,Pemerintah Lokal,138107,Master,14,Menikah,Ekesekutif Managerial,Laki2,0,26628000,60,> 6 juta
